init_gap,cont_gap,low,mad_accel(m/s2),frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.104967,0.104967,7.285714285714286,7.638516791597059,102,14,0.021077026438569204,0.01984431543514422,0.104967,0.021077026438569204,0.01984431543514422,0.104967,7.348703170028813,92.65129682997119,0.0,1.5896966457366943,1.5896767000000125,694
