init_gap,cont_gap,low,mad_accel(m/s2),frechet_euclidean,frechet_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,percentage_gaps,percentage_matched_snapshots,percentage_mismatched_snapshots,execution_time,process_time,trace_length
-1.0,-0.1,200,0.15,0.11489900000000029,0.11489900000000029,3.36,4.213122357587067,84,25,0.021033613846153622,0.022188647152024454,0.1481309999999989,0.021033613846153622,0.022188647152024454,0.1481309999999989,6.051873198847262,93.65994236311239,0.2881844380403458,1.6636803150177002,1.6636223999999942,694
